Dialogue name,Node Guid ID,Text Guid ID,Russian,English
С4_RionGershe,dda5610e-b260-406d-a411-7de950d7d63f,a9be781f-44d5-4311-9d07-5c1fc9497502,Ч… что?! Она бы НИКОГДА так не сказала!,W... what?! She would NEVER say that!
С4_RionGershe,7044de6f-57ef-4e7f-81af-fb651d90a534,9596277b-7a40-47db-92ca-51b451985c71,Пусть этот урод сгниет в бедности.,Let this freak rot in poverty.
С4_RionGershe,7044de6f-57ef-4e7f-81af-fb651d90a534,fefc9d66-4fdc-4ff4-b6ab-f5e90404f722,Ghost,Ghost
С4_RionGershe,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,1b922cec-a73e-447d-af20-e5a26c142e59,Нам нужно вызвать призрак <b>моей жены</b>.,We need to summon the ghost of <b>my wife</b>.
С4_RionGershe,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,027fef62-8831-41ba-b328-28e41127a207,"Я хочу узнать у нее, как расколдовать замок на семейном хранилище.",I want to ask her how to break the spell on the family vault.
С4_RionGershe,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,8acf45cf-afec-4fbc-a5c3-add66bee7c2f,Я без денег из-за нее! Не оставила никаких инструкций!,I'm out of money because of her! She didn't leave any instructions!
С4_RionGershe,51ef8acd-a853-4b0f-a413-7ad51e328041,28403139-9d50-43bd-9cb2-4233fbf3074f,Это… это фантастически плохо! Ты - ничтожество! Чтоб тебя духи прокляли!,This... this is fantastically bad! You are a wretch! May the spirits curse you!
С4_RionGershe,4a5ff0fb-3cf0-4ecd-9a5c-0652b8480f78,e06ac053-52ed-4c4e-b425-aa39b28ede0c,"Вообще, моя жена была такой же <b>эльфийкой</b>, как и ты. И вот она, в отличие от тебя, в колдовстве не ошибалась.","Actually, my wife was just as much an <b>elf</b> as you are. And unlike you, she never made mistakes in magic."
С4_RionGershe,91cac1f1-f946-4e4e-bb12-7b91f5ce1ba9,66a0ce7b-fbb1-470e-8aac-bf6b953adf7e,"О, я зря доверился <b>остроухим!</b> Так и знал, что моя жена - исключение из правил…","Oh, I shouldn't have trusted the <b>pointy-eared ones!</b> I knew it, my wife is the exception to the rule…"
С4_RionGershe,8059b07f-64d1-45ab-bb6b-d9f52af3deeb,Choice Dont have Text ID,"Хорошо, я вам помогу","Alright, I will help you."
С4_RionGershe,52521e1a-3e5d-46a5-94fe-797bcfc06bd0,Choice Dont have Text ID,Передать ответ призрака,Convey the ghost's answer
С4_RionGershe,5c3d61de-49b2-40ca-a11a-2a2cb3c74875,Choice Dont have Text ID,Нет. Вам я не могу помочь.,No. I can't help you.
С4_RionGershe,8b471324-1450-484b-ac5a-9b2de84e65a4,Choice Dont have Text ID,Я не смогу сделать это (отказаться от работы),I can’t do this (refuse the work)
С4_RionGershe,ed550102-d0ff-4853-8e31-efadc3cdad42,Choice Dont have Text ID,(продолжить работу),(continue working)
С5_ElizabethArm,dda5610e-b260-406d-a411-7de950d7d63f,a9be781f-44d5-4311-9d07-5c1fc9497502,"Ах, моя маленькая Нора! Нора! Солнышко мое!.. Спасибо... спасибо вам… Я обязательно… буду сильной… Для нее.","Ah, my little Nora! Nora! My sunshine!.. Thank you... thank you... I will definitely... be strong... For her."
С5_ElizabethArm,7044de6f-57ef-4e7f-81af-fb651d90a534,9596277b-7a40-47db-92ca-51b451985c71,"Будь сильной, мамочка","Be strong, mommy"
С5_ElizabethArm,7044de6f-57ef-4e7f-81af-fb651d90a534,fefc9d66-4fdc-4ff4-b6ab-f5e90404f722,Ghost,Ghost
С5_ElizabethArm,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,1b922cec-a73e-447d-af20-e5a26c142e59,"Я… Из-за несчастного случая… так вышло, что… Простите, мне трудно не плакать…","I... Because of an accident... it happened that way... Sorry, it's hard for me not to cry..."
С5_ElizabethArm,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,9604e459-3e00-4ada-8aff-1ebbd2681f45,"Простите… Было так тяжело вас найти и решиться, но… мне это нужно…","Sorry... It was so hard to find you and make up my mind, but... I need this..."
С5_ElizabethArm,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,24f798c9-82c9-42d0-981c-2d0ca55e951f,"<b>Моя приемная дочурка</b>, мое солнышко…","<b>My adopted daughter</b>, my sunshine…"
С5_ElizabethArm,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,f6948090-f562-4021-9c2d-9077d596b63b,"Она умерла и… мне важно знать, в обиде ли она на меня…",She died and… it’s important for me to know if she was upset with me…
С5_ElizabethArm,4a5ff0fb-3cf0-4ecd-9a5c-0652b8480f78,e06ac053-52ed-4c4e-b425-aa39b28ede0c,"Вы… Неужели, она так зла на меня?.. Я была не лучшей матерью, но я взяла ее к себе, пусть она и <b>дворф</b>, и воспитывала ее, как свое собственное дитя…","You... Could it be that she is so angry with me?.. I wasn't the best mother, but I took her in, even though she is a <b>dwarf</b>, and raised her as my own child..."
С5_ElizabethArm,91cac1f1-f946-4e4e-bb12-7b91f5ce1ba9,66a0ce7b-fbb1-470e-8aac-bf6b953adf7e,Я… я не верю… она не хочет меня видеть?...,I... I don't believe it... she doesn't want to see me?...
С5_ElizabethArm,51ef8acd-a853-4b0f-a413-7ad51e328041,28403139-9d50-43bd-9cb2-4233fbf3074f,"Я не могу так. Вы… вы чудовище… Как вы можете так со мной поступать?! Я столько сделала, чтобы найти вас!... Провались пропадом!..",I can't do this. You... you are a monster... How can you treat me like this?! I did so much to find you!... Go to hell!...
С5_ElizabethArm,52521e1a-3e5d-46a5-94fe-797bcfc06bd0,Choice Dont have Text ID,Передать ответ призрака,Convey the ghost's answer
С5_ElizabethArm,8059b07f-64d1-45ab-bb6b-d9f52af3deeb,Choice Dont have Text ID,"Хорошо, я вам помогу","Alright, I will help you."
С5_ElizabethArm,5c3d61de-49b2-40ca-a11a-2a2cb3c74875,Choice Dont have Text ID,Нет. Вам я не могу помочь,No. I can't help you.
С5_ElizabethArm,e9e432ea-ce74-4df1-ab2f-3504a391eb42,Choice Dont have Text ID,(Продолжить работу),(Continue working)
С5_ElizabethArm,9be8af31-6861-4fd6-927e-6df76c9fd44e,Choice Dont have Text ID,Я не смогу сделать это (отказаться от работы),I can’t do this (refuse the work)
D2C1_FerraFatalle,91cac1f1-f946-4e4e-bb12-7b91f5ce1ba9,66a0ce7b-fbb1-470e-8aac-bf6b953adf7e,Это... дедушка не хочет говорить?,Is it... that grandpa doesn't want to talk?
D2C1_FerraFatalle,4a5ff0fb-3cf0-4ecd-9a5c-0652b8480f78,e06ac053-52ed-4c4e-b425-aa39b28ede0c,"Ты что творишь?! Душка! Так нельзя! Ну кто мешает <b>ЭКСТРАКТ ХМЕЛЯ</b> и <b>ВЕДЬМИНУ СОЛЬ</b>? Так, как старшая младшей, дарю. Держи индигриенты и пробуй снова!","What are you doing?! Sweetie! You can't do that! Who mixes <b>HOPS EXTRACT</b> and <b>WITCH SALT</b>? So, as the elder to the younger, I give this to you. Here are the ingredients, try again!"
D2C1_FerraFatalle,dda5610e-b260-406d-a411-7de950d7d63f,a9be781f-44d5-4311-9d07-5c1fc9497502,"Ах… как жаль, что призраки не могут говорить много… он писал такие стихи!.. М-м-м… спасибо за ностальгию, детонька. Пока.","Ah... what a pity that ghosts can't talk much... he wrote such poetry!.. M-m-m... thank you for the nostalgia, child. Goodbye."
D2C1_FerraFatalle,51ef8acd-a853-4b0f-a413-7ad51e328041,28403139-9d50-43bd-9cb2-4233fbf3074f,Я... это... я не хочу больше... пока!..,I... I just don’t want this anymore... bye for now!
D2C1_FerraFatalle,7044de6f-57ef-4e7f-81af-fb651d90a534,9596277b-7a40-47db-92ca-51b451985c71,"Ты все еще также красива, Ферра…","You are still just as beautiful, Ferra…"
D2C1_FerraFatalle,7044de6f-57ef-4e7f-81af-fb651d90a534,fefc9d66-4fdc-4ff4-b6ab-f5e90404f722,Ghost,Ghost
D2C1_FerraFatalle,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,1b922cec-a73e-447d-af20-e5a26c142e59,"Так, смотри, какая ситуация. У меня был любовник. <b>Мужчинка</b> под смерть был еще <b>не старый</b>, но уже женатый, все такое. <b>Дворфик</b>, угум.","So, look, here's the situation. I had a lover. The <b>man</b> was not <b>old</b> yet, but already married, all that. A <b>dwarf</b>, yeah."
D2C1_FerraFatalle,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,3d38715c-72bc-49cd-b9bd-e9897ee30159,"Серьезный такой, богатенький. Угум.
Вот он так сладко флиртовал… хочется послушать!","So serious, so rich. Uh-huh.
He was flirting so sweetly… I want to listen!"
D2C1_FerraFatalle,8059b07f-64d1-45ab-bb6b-d9f52af3deeb,Choice Dont have Text ID,"Хорошо, я вам помогу","Alright, I will help you."
D2C1_FerraFatalle,52521e1a-3e5d-46a5-94fe-797bcfc06bd0,Choice Dont have Text ID,Передать ответ призрака,Convey the ghost's answer
D2C2_2_Dandelion,bb34f68f-cbb5-481b-9b85-a3f56fee9c97,97322d93-2e3f-4d65-b5e5-ac8ba42e218a,"Но подожди. Зачем? Ты могла спокойно работать у нас в таверне. После всего, что случилось, мы бы никогда тебе не отказали…","But wait. Why? You could have easily worked with us at the tavern. After everything that happened, we would never have turned you away…"
D2C2_2_Dandelion,cf968ff0-b5fe-43fe-9734-bbb971dba802,7c7e4b04-1141-4f77-94a5-e1abe92f8d51,Я постараюсь узнать что-то. Вернусь завтра ночью.,I will try to find out something. I’ll be back tomorrow night.
D2C2_2_Dandelion,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,1b922cec-a73e-447d-af20-e5a26c142e59,Ты? Это правда ты?,You? Is it really you?
D2C2_2_Dandelion,bec9d105-6558-4314-97cf-b49ee3348794,ab2a4fb6-3480-45b7-bfdf-4b79cc97e062,"Я так рада!.. Я волновалась, не знала, что с тобой случилось, и… я так рада, что ты в порядке.  Но… зачем ты подалась в медиумы?","I'm so glad!.. I was worried, I didn't know what had happened to you, and... I'm so glad you're okay. But... why did you become a Medium?"
D2C2_2_Dandelion,ce3f7ba0-2b61-481b-8ebd-f69875ab8911,62c16087-44f6-4626-9d69-3c136fd985e0,Ты о <b>Изогнутом Страннике</b>?.. Что ж… вы были близки. Я могу понять. Как мне помочь тебе?,Are you talking about the <b>Twisted Wanderer</b>?.. Well… you were close. I can understand. How can I help you?
D2C2_2_Dandelion,dc4465c7-f1a4-4d4c-b407-11660a6fc132,2f9ad470-0ae4-48df-8a52-707625f8dfbd,"Я готова слушать. Я слышала, что для того, чтобы стать медиумом, нужно пройти через смерть… это так?","I am ready to listen. I heard that in order to become a Medium, one must go through death... is that true?"
D2C2_2_Dandelion,7197519f-ae35-43a7-a988-fe3bb4f8d25d,Choice Dont have Text ID,Это долгая история…,It's a long story...
D2C2_2_Dandelion,283c54d4-ebe8-44a1-8ea8-af3f2f223d5a,Choice Dont have Text ID,"...да. Я прошла сложный путь, чтобы обрести этот дар. И вот я здесь. ",...yes. I have gone through a difficult journey to acquire this gift. And here I am.
D2C2_2_Dandelion,b7b3d52a-c498-41d0-aa74-0a25a0d192bc,Choice Dont have Text ID,Я хочу поговорить <b>с ним</b>. ,I want to talk <b>to him</b>.
D2C2_2_Dandelion,8059b07f-64d1-45ab-bb6b-d9f52af3deeb,Choice Dont have Text ID,Да,Yes
D2C2_2_Dandelion,eca1488c-5437-4161-a69b-a8a4f90f3d0a,Choice Dont have Text ID,"Мне нужно узнать его <b>возраст, расу и пол</b>.","I need to know his <b>age, race, and gender</b>."
D2C2_Evian,51ef8acd-a853-4b0f-a413-7ad51e328041,28403139-9d50-43bd-9cb2-4233fbf3074f,"Ничего… видимо, нам больше не суждено поговорить. Что ж. До свидания, милая леди.","Nothing... apparently, we are not destined to talk anymore. Well then. Goodbye, dear lady."
D2C2_Evian,7044de6f-57ef-4e7f-81af-fb651d90a534,9596277b-7a40-47db-92ca-51b451985c71,"Спасибо вам, капитан.","Thank you, Captain."
D2C2_Evian,7044de6f-57ef-4e7f-81af-fb651d90a534,fefc9d66-4fdc-4ff4-b6ab-f5e90404f722,Ghost,Ghost
D2C2_Evian,dda5610e-b260-406d-a411-7de950d7d63f,a9be781f-44d5-4311-9d07-5c1fc9497502,"Это… я плох в словах, милая леди. Но это… самое лучшее, что я мог услышать… И самое тяжелое одновременно. До свидания. Пусть у вас все будет хорошо.","This... I'm bad with words, dear lady. But this... is the best thing I could have heard... And the hardest at the same time. Goodbye. I wish you all the best."
D2C2_Evian,4a5ff0fb-3cf0-4ecd-9a5c-0652b8480f78,e06ac053-52ed-4c4e-b425-aa39b28ede0c,Понимаю. В любом деле… бывают провалы.,I understand. In any business... there are failures.
D2C2_Evian,b1c2e9ca-14ec-49ad-9d7c-3a12759f8a3a,83601fb5-06a8-4d2c-887f-5dbc31051b7d,Что-то не так?,Is something wrong?
D2C2_Evian,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,1b922cec-a73e-447d-af20-e5a26c142e59,"Здравствуй, милая леди. Меня зовут Эвиан, я рад нашей встрече. Я… вел на войну наш отряд. И вы знаете, что случилось при южном скло..","Hello, dear lady. My name is Evian, I am glad to meet you. I... led our squad into war. And you know what happened at the southern slo..."
D2C2_Evian,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,17297180-da79-4d4b-844b-1e4d9612684c,"Простите меня. Я хотел рассказать вам все, что может быть нужно. Но я плохо знаком с вашим делом.",Forgive me. I wanted to tell you everything that might be needed. But I am not well acquainted with your case.
D2C2_Evian,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,1febd8d9-739b-4a27-af27-39bcb4c14501,"Я хочу найти ее. Она была в наших рядах, боевым магом. <b>Юная эльфийка</b>… слишком<b>юная</b> для войны. У нее были прекрасные белые локоны и самая нежная улыбка на свете. И она… кое-что не успела сказать.","I want to find her. She was in our ranks, a battle mage. <b>A young elf girl</b>... far <b>too young</b> for war. She had beautiful white curls and the gentlest smile in the world. And she... didn't have time to say something."
D2C2_Evian,52521e1a-3e5d-46a5-94fe-797bcfc06bd0,Choice Dont have Text ID,Передать ответ призрака,Convey the ghost's answer
D2C2_Evian,866758df-3e2f-4e48-9e20-24e7c09fd796,Choice Dont have Text ID,(продолжить работу),(continue working)
D2C2_Evian,a68ee1e3-df25-4c88-93f8-679682cba181,Choice Dont have Text ID,Я не смогу выполнить эту задачу (отказаться от работы),I can’t do this (refuse the work)
D2C2_Evian,8059b07f-64d1-45ab-bb6b-d9f52af3deeb,Choice Dont have Text ID,"Хорошо, я вам помогу","Alright, I will help you."
D2C2_Evian,5c3d61de-49b2-40ca-a11a-2a2cb3c74875,Choice Dont have Text ID,Нет. Вам я не могу помочь.,No. I can't help you.
D2C3_Melliel,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,1b922cec-a73e-447d-af20-e5a26c142e59,"Доброй ночи. Мой <b>старший брат</b> погиб на войне. Сейчас мне очень, очень нужен его совет.","Good evening. My <b>older brother</b> died in the war. Right now I really, really need his advice."
D2C3_Melliel,dda5610e-b260-406d-a411-7de950d7d63f,a9be781f-44d5-4311-9d07-5c1fc9497502,"Это… это… спасибо! Я так рада! Спасибо, братец! Я обязательно навещу твое дерево на свадьбе! И вам спасибо! Большое!","This... this... thank you! I'm so happy! Thank you, brother! I will definitely visit your tree at the wedding! And thank you too! Very much!"
D2C3_Melliel,c95b4680-3cff-4274-9b83-ca065bd35cbb,7b2fbecb-6a82-4d10-812c-b04f1f04c148,Все в порядке?,Is everything okay?
D2C3_Melliel,7044de6f-57ef-4e7f-81af-fb651d90a534,9596277b-7a40-47db-92ca-51b451985c71,"Да, выходи за него.","Yes, marry him."
D2C3_Melliel,7044de6f-57ef-4e7f-81af-fb651d90a534,fefc9d66-4fdc-4ff4-b6ab-f5e90404f722,Ghost,Ghost
D2C3_Melliel,51ef8acd-a853-4b0f-a413-7ad51e328041,28403139-9d50-43bd-9cb2-4233fbf3074f,"Я… буду считать, что так он сказал мне “нет”? Или… ладно. У вас просто не вышло. Я поняла. Пока.","Should I... take it that this is his way of saying ""no"" to me? Or... okay. It just didn't work out for you. I understand. Bye."
D2C3_Melliel,5c3d61de-49b2-40ca-a11a-2a2cb3c74875,Choice Dont have Text ID,Нет. Вам я не могу помочь.,No. I can't help you.
D2C3_Melliel,8059b07f-64d1-45ab-bb6b-d9f52af3deeb,Choice Dont have Text ID,"Хорошо, я вам помогу","Alright, I will help you."
D2C3_Melliel,52521e1a-3e5d-46a5-94fe-797bcfc06bd0,Choice Dont have Text ID,Передать ответ призрака клиенту,Convey the ghost's answer
D2C3_Melliel,59e3f7c2-8784-4c16-a97f-594f8601bdd9,Choice Dont have Text ID,Я не смогу выполнить эту задачу (отказаться от работы),I can’t do this (refuse the work)
D2C3_Melliel,78a20663-354d-4ce5-81fe-6bf4f19ead34,Choice Dont have Text ID,(продолжить работу),(continue working)
D2C4_Twisted Warrior,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,1b922cec-a73e-447d-af20-e5a26c142e59,"Доброй ночи, медиум. Надеюсь, я не испугал тебе. Я убил <b>дворфа</b> недавно. <b>Он</b> напал на меня, испугавшись.","Good evening, Medium. I hope I didn't scare you. I killed a <b>dwarf</b> recently. <b>He</b> attacked me out of fear."
